EID Prefix,Reply Type,Recieved From,RLOC Addresses,RLOC Priorities,RLOC Weights,RLOC States,New Deployed Count,Configuration Count ,Recieved From Count,Receievd not From RLOCs 
37.77.57.16:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.77.57.24:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
194.224.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.57.32:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
194.226.0.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.57.40:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
194.226.160.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
194.226.192.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.57.48:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.77.57.56:30,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
194.227.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.57.60:30,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.57.64:26,LISP Reply,95.97.176.115,['95.97.176.115'],['1'],['50'],['Up'],0,0,0,0
37.77.57.128:26,LISP Reply,176.74.253.154,['176.74.253.154'],['100'],['100'],['Up'],0,0,0,0
194.228.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
194.232.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.57.192:30,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
194.240.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
195.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.57.196:30,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
196.0.0.0:7,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
198.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.0.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.57.208:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
199.64.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.96.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
39.0.0.0:8,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.77.57.216:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.77.57.224:27,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.77.58.0:26,LISP Reply,95.96.53.169,['95.96.53.169'],['1'],['100'],['Up'],0,0,0,0
199.112.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.58.64:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.77.58.72:29,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.58.80:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.118.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.58.96:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.77.58.104:29,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.58.112:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.119.0.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.119.96.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.58.128:27,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
199.119.128.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.58.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.77.58.176:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.120.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.58.192:26,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.128.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.59.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.77.60.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.192.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
40.0.0.0:5,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
37.78.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.80.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.208.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.96.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
37.128.0.0:9,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.212.0.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.212.64.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.0.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.212.120.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.212.126.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.212.128.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.64.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.112.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.120.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.124.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.213.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.125.0.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.214.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.125.4.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.216.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
199.224.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.125.6.0:23,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
38.125.8.0:21,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
38.125.16.0:20,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
38.125.32.0:19,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
200.0.0.0:6,Negative Reply,206.223.132.89,[''],[''],[''],[''],0,0,0,0
38.125.64.0:18,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
38.125.128.0:17,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
204.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
205.0.0.0:9,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.126.0.0:15,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
205.128.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
205.192.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
205.200.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
38.128.0.0:9,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
205.202.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
205.203.0.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
48.0.0.0:4,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
205.203.128.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
64.0.0.0:4,Negative Reply,206.223.132.89,[''],[''],[''],[''],0,0,0,0
80.0.0.0:6,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
205.203.192.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
205.203.201.0:24,LISP Reply,68.174.28.237,['68.174.28.237'],['1'],['1'],['Up'],0,0,0,0
205.203.202.0:24,LISP Reply,68.174.28.237,['68.174.28.237'],['1'],['1'],['Up'],0,0,0,0
84.0.0.0:8,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.0.0.0:9,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.128.0.0:11,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.160.0.0:12,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
205.203.203.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
205.203.204.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
85.176.0.0:13,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
205.203.208.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
85.184.0.0:23,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.2.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
205.203.224.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
205.204.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
85.184.3.0:27,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
205.208.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
205.224.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
206.0.0.0:7,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
208.0.0.0:5,Negative Reply,206.223.132.89,[''],[''],[''],[''],0,0,0,0
216.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
217.0.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
217.16.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
217.24.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
217.28.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
217.30.0.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
217.30.64.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
217.30.80.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
153.16.70.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
217.30.88.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
217.30.92.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
153.16.70.96:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.3.64:26,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.3.128:25,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.4.0:22,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.8.0:21,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.16.0:20,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.32.0:19,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.64.0:23,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.66.0:23,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.68.0:22,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.49.0:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.49.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.71.16:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
153.16.50.240:28,LISP Reply,92.50.113.214,['92.50.113.214'],['1'],['100'],['Up'],0,0,0,0
199.119.80.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0
153.16.70.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.28.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.29.16:28,LISP Reply,73.12.9.178,['73.12.9.178'],['1'],['1'],['Up'],0,0,0,0
153.16.29.32:28,LISP Reply,74.215.240.77,['74.215.240.77'],['1'],['1'],['Up'],0,0,0,0
224.0.0.0:3,Negative Reply,206.223.132.89,[''],[''],[''],[''],0,0,0,0
96.0.0.0:3,Negative Reply,206.223.132.89,[''],[''],[''],[''],0,0,0,0
85.184.72.0:21,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.96.0:19,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.128.0:19,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.160.0:20,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.176.0:21,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.29.0:28,LISP Reply,96.23.170.118,['96.23.170.118'],['1'],['1'],['Up'],0,0,0,0
153.16.29.128:25,Negative Reply,206.223.132.89,[''],[''],[''],[''],0,0,0,0
153.16.30.96:28,LISP Reply,173.8.103.241,['173.8.103.241'],['1'],['100'],['Up'],0,0,0,0
153.16.30.160:30,LISP Reply,24.51.209.235,['24.51.209.235'],['1'],['100'],['Up'],0,0,0,0
153.16.30.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.31.0:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.31.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.31.96:28,LISP Reply,68.44.224.35,['68.44.224.35'],['1'],['100'],['Up'],0,0,0,0
153.16.9.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.9.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.32.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.32.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.32.208:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.32.224:28,LISP Reply,192.162.230.13,"['192.162.230.13', '192.162.230.14']","['10', '10']","['50', '50']","['Up', 'Up']",0,0,0,0
153.17.0.0:16,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.0.0.0:10,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.200:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.116.0.0:15,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.64.0:18,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.128.0:17,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.212.96.0:20,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
38.96.0.0:12,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.7.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0
153.16.49.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
85.184.80.0:20,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.49.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.8.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0
153.16.49.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.49.96:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
217.128.0.0:9,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
218.0.0.0:7,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.70.64:27,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.70.128:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.70.192:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.70.224:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.49.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.49.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.70.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.9.48:28,LISP Reply,44.16.51.221,"['44.16.5.20', '44.16.51.244', '2605:e000:2f8c:d140:a800:4ff:fe00:84fc', '2a06:e881:140f::84']","['3', '1', '1', '2']","['100', '100', '100', '100']","['Up', 'Up', 'Up', 'Up']",0,0,0,4
153.16.9.128:25,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.50.0:28,LISP Reply,89.123.81.136,['89.123.81.136'],['1'],['1'],['Up'],0,0,0,0
153.16.70.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.70.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.70.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.70.240:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.71.0:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.71.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.50.48:28,LISP Reply,195.8.198.78,"['195.8.198.77', '195.8.198.78', '2001:1620:2027:1c6::2:77', '2a01:2a8:a000:1c6::2:78']","['1', '1', '1', '1']","['50', '50', '50', '50']","['Up', 'Up', 'Up', 'Up']",0,0,1,0
153.16.30.168:30,LISP Reply,24.4.100.89,['24.4.100.89'],['1'],['100'],['Up'],0,0,0,0
153.16.71.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.71.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0
153.16.71.112:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.71.128:25,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.72.0:23,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.74.0:24,LISP Reply,113.28.84.221,['113.28.84.221'],['1'],['100'],['Up'],0,0,0,0
153.16.75.0:24,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.76.0:22,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
0.0.0.0:3,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.80.0:20,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.192.0:18,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.160.0:19,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.96.0:19,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
32.0.0.0:6,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.16.70.0:28,LISP Reply,125.30.44.107,"['221.189.114.163', '2001:380:6fc::1']","['1', '1']","['50', '50']","['Up', 'Up']",0,0,0,7
36.0.0.0:8,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.18.0.0:15,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.20.0.0:14,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.24.0.0:13,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.32.0.0:11,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.64.0.0:10,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
153.128.0.0:9,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.64.0.0:13,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
154.0.0.0:7,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.72.0.0:14,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
156.0.0.0:6,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
160.0.0.0:3,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.76.0.0:16,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.0.0:19,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.32.0:20,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
192.0.0.0:7,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.48.0:21,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.56.0:27,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.56.32:31,LISP Reply,95.97.83.93,['95.97.83.93'],['10'],['100'],['Up'],0,0,0,0
37.77.56.34:31,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.56.36:30,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.0.0.0:9,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.56.40:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.56.48:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.56.64:26,LISP Reply,95.97.83.93,['95.97.83.93'],['10'],['100'],['Up'],0,0,0,0
37.77.56.128:25,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.128.0.0:10,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.0:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.8:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.192.0.0:11,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.16:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.24:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.224.0.0:15,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.32:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.226.0.0:17,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.40:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.226.160.0:19,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.226.192.0:18,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.48:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.56:30,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.227.0.0:16,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.60:30,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.64:26,LISP Reply,95.97.176.115,['95.97.176.115'],['1'],['50'],['Up'],0,0,0,0
37.77.57.128:26,LISP Reply,176.74.253.154,['176.74.253.154'],['100'],['100'],['Up'],0,0,0,0
194.228.0.0:14,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.232.0.0:13,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.192:30,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
194.240.0.0:12,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
195.0.0.0:8,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.196:30,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
196.0.0.0:7,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
198.0.0.0:8,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.0.0.0:10,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.208:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.64.0.0:11,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.96.0.0:12,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
39.0.0.0:8,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.216:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.57.224:27,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.0:26,LISP Reply,95.96.53.169,['95.96.53.169'],['1'],['100'],['Up'],0,0,0,0
199.112.0.0:14,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.64:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.72:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.80:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.118.0.0:16,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.96:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.104:29,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.112:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.119.0.0:18,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.119.96.0:19,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.128:27,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.119.128.0:17,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.160:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.176:28,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.120.0.0:13,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.58.192:26,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.128.0.0:10,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.59.0:24,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.77.60.0:22,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.192.0.0:12,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
40.0.0.0:5,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.78.0.0:15,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.80.0.0:12,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
199.208.0.0:14,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
37.96.0.0:11,Negative Reply,217.8.97.6,[''],[''],[''],[''],0,0,0,0
